Wafer_ID,Experiment,BCl3_Flow_S4_mean,BCl3_Flow_S5_mean,Cl2_Flow_S4_mean,Cl2_Flow_S5_mean,RF_Btm_Pwr_S4_mean,RF_Btm_Pwr_S5_mean,RF_Btm_Rfl_Pwr_S4_mean,RF_Btm_Rfl_Pwr_S5_mean,Endpt_A_S4_mean,Endpt_A_S5_mean,He_Press_S4_mean,He_Press_S5_mean,Pressure_S4_mean,Pressure_S5_mean,RF_Tuner_S4_mean,RF_Tuner_S5_mean,RF_Load_S4_mean,RF_Load_S5_mean,RF_Phase_Err_S4_mean,RF_Phase_Err_S5_mean,RF_Pwr_S4_mean,RF_Pwr_S5_mean,RF_Impedance_S4_mean,RF_Impedance_S5_mean,TCP_Tuner_S4_mean,TCP_Tuner_S5_mean,TCP_Phase_Err_S4_mean,TCP_Phase_Err_S5_mean,TCP_Impedance_S4_mean,TCP_Impedance_S5_mean,TCP_Top_Pwr_S4_mean,TCP_Top_Pwr_S5_mean,TCP_Rfl_Pwr_S4_mean,TCP_Rfl_Pwr_S5_mean,TCP_Load_S4_mean,TCP_Load_S5_mean,Vat_Valve_S4_mean,Vat_Valve_S5_mean
l2927,exp29,751.531914893617,751.7547169811321,753.1489361702128,753.2641509433962,133.5744680851064,132.96226415094338,0.02127659574468085,0.0,1565.0212765957447,898.1698113207547,100.74468085106383,100.67924528301887,1188.468085106383,1185.9245283018868,9463.127659574468,9483.132075471698,9057.978723404256,9010.754716981131,-878.5531914893617,-533.9056603773585,24.382978723404257,22.67924528301887,16534.574468085106,16562.0,19436.0,19514.943396226416,-11.574468085106384,-19.39622641509434,16528.85106382979,16475.132075471698,349.17021276595744,350.22641509433964,0.19148936170212766,0.0,27843.617021276597,27728.30188679245,48.95744680851064,49.83018867924528
l2934,exp29,751.5833333333334,751.7962962962963,753.1875,753.2407407407408,133.04166666666666,133.40740740740742,0.0,0.0,1563.6458333333333,893.1296296296297,100.625,100.62962962962963,1188.3541666666667,1186.3333333333333,9447.9375,9476.62962962963,9056.416666666666,9021.24074074074,-593.9375,-14.61111111111111,24.645833333333332,22.833333333333332,16471.8125,16567.38888888889,19422.666666666668,19524.666666666668,-21.333333333333332,-54.370370370370374,16535.5,16454.62962962963,350.0208333333333,348.8888888888889,0.3125,0.09259259259259259,27858.291666666668,27747.074074074073,48.958333333333336,49.77777777777778
l2912,exp29,751.6734693877551,751.8363636363637,753.2448979591836,753.1454545454545,133.75510204081633,133.05454545454546,0.0,0.0,1567.6938775510205,909.1454545454545,100.61224489795919,100.65454545454546,1188.469387755102,1185.7818181818182,9455.061224489797,9467.872727272726,9054.081632653062,9023.618181818181,-795.3061224489796,31.672727272727272,24.26530612244898,22.10909090909091,16512.632653061224,16635.21818181818,19444.775510204083,19507.127272727274,42.61224489795919,-7.527272727272727,16523.14285714286,16508.69090909091,349.6326530612245,349.1636363636364,0.2653061224489796,0.07272727272727272,27852.326530612245,27737.745454545453,49.02040816326531,49.872727272727275
l2928,exp29,751.5416666666666,751.8703703703703,753.3125,753.1851851851852,133.39583333333334,133.33333333333334,0.0,0.018518518518518517,1568.625,899.0925925925926,100.45833333333333,100.61111111111111,1188.4583333333333,1185.9259259259259,9448.958333333334,9476.74074074074,9051.3125,9011.685185185184,-755.25,-91.70370370370371,24.625,22.425925925925927,16430.5625,16614.833333333332,19450.458333333332,19502.88888888889,-38.229166666666664,-73.55555555555556,16524.166666666668,16563.777777777777,348.6458333333333,349.9259259259259,0.25,0.05555555555555555,27838.541666666668,27767.444444444445,48.958333333333336,49.7962962962963
l2914,exp29,751.5833333333334,751.6545454545454,753.2291666666666,753.1636363636363,133.16666666666666,133.21818181818182,0.0,0.0,1570.4166666666667,908.7818181818182,100.58333333333333,100.56363636363636,1188.5208333333333,1186.1272727272728,9462.5,9480.636363636364,9049.854166666666,9018.872727272726,-727.1041666666666,65.18181818181819,23.916666666666668,22.09090909090909,16545.8125,16654.98181818182,19451.0,19521.890909090907,-3.8125,-22.654545454545456,16577.583333333332,16525.563636363637,349.6458333333333,350.05454545454546,0.2916666666666667,0.07272727272727272,27826.458333333332,27735.854545454546,48.979166666666664,49.872727272727275
l2905,exp29,751.6,751.8,753.2,753.0909090909091,133.24,133.12727272727273,0.0,0.0,1515.98,905.1454545454545,100.4,100.63636363636364,1189.38,1186.3818181818183,9435.92,9439.945454545454,9051.08,9027.363636363636,-912.2,231.16363636363636,23.4,21.454545454545453,16579.8,16694.272727272728,19470.0,19536.8,25.76,-33.236363636363635,16613.12,16468.8,348.84,349.7090909090909,0.16,0.09090909090909091,27826.72,27741.890909090907,49.04,49.90909090909091
l2930,exp29,751.4583333333334,751.8148148148148,753.3958333333334,753.2592592592592,132.8125,133.5185185185185,0.0,0.0,1568.2083333333333,899.5555555555555,100.60416666666667,100.44444444444444,1188.375,1186.351851851852,9455.729166666666,9472.351851851852,9050.0625,9012.87037037037,-829.0625,-157.24074074074073,24.8125,22.444444444444443,16445.145833333332,16682.12962962963,19406.666666666668,19509.74074074074,-23.895833333333332,15.537037037037036,16473.416666666668,16430.85185185185,349.0416666666667,349.98148148148147,0.2916666666666667,0.07407407407407407,27842.208333333332,27748.222222222223,48.9375,49.833333333333336
l2911,exp29,751.5510204081633,751.709090909091,753.1224489795918,753.2,133.24489795918367,133.2,0.0,0.01818181818181818,1556.6734693877552,908.290909090909,100.63265306122449,100.85454545454546,1188.2857142857142,1186.2,9456.714285714286,9466.4,9053.959183673469,9025.236363636364,-850.469387755102,109.65454545454546,24.346938775510203,21.8,16466.69387755102,16711.6,19470.69387755102,19512.98181818182,75.57142857142857,27.472727272727273,16473.95918367347,16469.854545454546,349.9183673469388,349.8545454545455,0.2653061224489796,0.07272727272727272,27793.14285714286,27738.727272727272,48.97959183673469,49.872727272727275
l2901,exp29,751.5283018867924,751.7457627118644,753.188679245283,753.1864406779661,133.67924528301887,133.27118644067798,0.018867924528301886,0.01694915254237288,1431.0943396226414,882.0508474576271,100.67924528301887,100.66101694915254,1188.9622641509434,1185.6440677966102,9419.22641509434,9448.898305084746,9065.981132075472,9033.966101694916,-809.7547169811321,233.79661016949152,24.11320754716981,21.322033898305083,16490.67924528302,16731.42372881356,19496.33962264151,19581.01694915254,25.79245283018868,-5.745762711864407,16610.377358490565,16503.898305084746,349.9811320754717,350.0169491525424,0.18867924528301888,0.03389830508474576,27817.509433962263,27720.101694915254,48.9811320754717,49.91525423728814
l2942,exp29,751.5,751.7058823529412,753.0652173913044,753.4313725490196,133.2608695652174,133.47058823529412,0.0,0.0,1557.9347826086957,887.3529411764706,100.45652173913044,100.41176470588235,1187.9565217391305,1186.0196078431372,9461.717391304348,9477.156862745098,9051.565217391304,9008.56862745098,-1049.8260869565217,-536.8039215686274,24.565217391304348,23.03921568627451,16496.956521739132,16580.823529411766,19418.82608695652,19498.78431372549,36.608695652173914,-14.019607843137255,16486.91304347826,16557.686274509804,349.67391304347825,348.52941176470586,0.41304347826086957,0.0196078431372549,27844.347826086956,27773.764705882353,48.93478260869565,49.8235294117647
l2921,exp29,751.6122448979592,751.7272727272727,753.2244897959183,753.0727272727273,132.77551020408163,133.4,0.0,0.0,1577.9591836734694,908.5454545454545,100.81632653061224,100.72727272727273,1189.3061224489795,1185.7818181818182,9461.142857142857,9476.309090909092,9052.836734693878,9021.50909090909,-885.8571428571429,69.41818181818182,24.367346938775512,22.21818181818182,16490.34693877551,16604.163636363635,19432.326530612245,19490.98181818182,-56.89795918367347,-1.290909090909091,16441.51020408163,16566.69090909091,349.48979591836735,348.8363636363636,0.22448979591836735,0.09090909090909091,27842.04081632653,27753.6,48.97959183673469,49.872727272727275
l2910,exp29,751.6122448979592,751.8,753.2857142857143,753.290909090909,133.6326530612245,133.34545454545454,0.0,0.0,1554.2857142857142,905.4363636363636,100.57142857142857,100.63636363636364,1190.3469387755101,1186.418181818182,9443.795918367347,9464.2,9054.040816326531,9014.981818181817,-964.7551020408164,-659.5090909090909,24.285714285714285,22.69090909090909,16457.551020408162,16560.072727272727,19453.877551020407,19518.69090909091,74.24489795918367,-40.872727272727275,16553.632653061224,16635.563636363637,349.83673469387753,349.41818181818184,0.24489795918367346,0.14545454545454545,27792.530612244896,27734.18181818182,49.02040816326531,49.90909090909091
l2943,exp29,751.5106382978723,751.8461538461538,753.1914893617021,753.4230769230769,133.38297872340425,133.09615384615384,0.02127659574468085,0.0,1547.468085106383,884.1346153846154,100.53191489361703,100.5576923076923,1189.5531914893618,1185.576923076923,9471.382978723404,9490.288461538461,9041.31914893617,9009.25,-1049.4468085106382,-491.59615384615387,25.319148936170212,23.96153846153846,16492.23404255319,16604.05769230769,19453.489361702126,19493.5,147.2127659574468,-99.67307692307692,16468.85106382979,16544.69230769231,350.3829787234043,349.28846153846155,0.3617021276595745,0.057692307692307696,27832.425531914894,27763.73076923077,48.93617021276596,49.82692307692308
l2907,exp29,751.52,751.8571428571429,753.22,753.2678571428571,133.1,133.32142857142858,0.0,0.0,1537.06,904.75,100.76,100.57142857142857,1189.66,1186.3035714285713,9434.64,9443.892857142857,9050.42,9027.07142857143,-825.56,101.0,23.8,21.875,16599.6,16684.48214285714,19457.76,19546.10714285714,-43.38,-5.196428571428571,16537.6,16457.14285714286,349.8,349.30357142857144,0.32,0.08928571428571429,27832.4,27724.571428571428,49.0,49.910714285714285
l2923,exp29,751.5208333333334,751.7358490566038,753.1041666666666,753.3396226415094,133.66666666666666,133.11320754716982,0.0,0.0,1559.7708333333333,898.9056603773585,100.60416666666667,100.62264150943396,1188.3541666666667,1186.7358490566037,9460.104166666666,9489.924528301886,9059.4375,9023.943396226416,-757.0208333333334,142.96226415094338,24.583333333333332,22.169811320754718,16521.791666666668,16617.0,19407.708333333332,19527.20754716981,88.54166666666667,-16.528301886792452,16526.625,16505.88679245283,348.4791666666667,348.9433962264151,0.2708333333333333,0.018867924528301886,27839.708333333332,27732.30188679245,48.9375,49.81132075471698
l2925,exp29,751.468085106383,751.8301886792453,753.3191489361702,753.1132075471698,132.9787234042553,133.39622641509433,0.0,0.0,1565.340425531915,898.6981132075472,100.70212765957447,100.67924528301887,1188.6382978723404,1185.8490566037735,9473.148936170213,9487.867924528302,9054.744680851063,9004.415094339623,-826.7021276595744,-443.1698113207547,24.106382978723403,22.81132075471698,16561.23404255319,16579.66037735849,19420.76595744681,19515.509433962263,-77.8936170212766,13.132075471698114,16511.531914893618,16551.735849056604,349.17021276595744,349.33962264150944,0.19148936170212766,0.05660377358490566,27837.44680851064,27774.188679245282,48.93617021276596,49.698113207547166
l2941,exp29,751.5434782608696,751.8076923076923,753.1521739130435,753.0384615384615,132.56521739130434,133.32692307692307,0.021739130434782608,0.019230769230769232,1554.2608695652175,881.5,100.6086956521739,100.61538461538461,1187.7826086956522,1185.9807692307693,9472.152173913044,9487.826923076924,9051.45652173913,9011.403846153846,-1055.108695652174,-446.28846153846155,24.76086956521739,22.923076923076923,16440.347826086956,16615.26923076923,19444.043478260868,19516.76923076923,20.282608695652176,-56.25,16525.739130434784,16555.423076923078,349.30434782608694,349.96153846153845,0.2391304347826087,0.11538461538461539,27838.82608695652,27746.884615384617,48.91304347826087,49.76923076923077
l2904,exp29,751.5918367346939,751.7818181818182,753.0612244897959,753.2545454545455,133.12244897959184,132.92727272727274,0.0,0.0,1509.1020408163265,895.0,100.53061224489795,100.74545454545455,1188.8163265306123,1186.1454545454546,9428.224489795919,9446.836363636363,9056.367346938776,9024.781818181818,-1078.061224489796,119.56363636363636,23.367346938775512,21.345454545454544,16542.0,16698.418181818182,19464.65306122449,19551.454545454544,-90.12244897959184,-62.96363636363636,16593.428571428572,16467.381818181817,349.46938775510205,350.6363636363636,0.24489795918367346,0.05454545454545454,27823.51020408163,27717.6,49.02040816326531,49.872727272727275
l2906,exp29,751.5,751.8421052631579,753.3,753.0877192982456,133.28,133.17543859649123,0.0,0.0,1526.64,906.4736842105264,100.52,100.6842105263158,1190.34,1186.3333333333333,9434.24,9443.754385964912,9046.4,9028.263157894737,-798.36,98.80701754385964,23.72,21.771929824561404,16543.96,16707.877192982458,19468.92,19526.140350877195,10.44,2.456140350877193,16483.72,16492.21052631579,349.86,349.50877192982455,0.26,0.017543859649122806,27812.2,27725.57894736842,49.06,49.87719298245614
l3128,exp31,751.5869565217391,751.9423076923077,753.2173913043479,753.2307692307693,133.2391304347826,133.5,0.0,0.057692307692307696,2564.282608695652,1442.2884615384614,100.43478260869566,100.75,1192.0434782608695,1186.8076923076924,9468.826086956522,9477.576923076924,9028.434782608696,8997.134615384615,-1156.9565217391305,-12.096153846153847,27.23913043478261,26.115384615384617,16719.978260869564,16738.26923076923,19399.478260869564,19536.576923076922,15.347826086956522,40.44230769230769,16541.260869565216,16534.615384615383,349.4130434782609,349.63461538461536,0.32608695652173914,0.15384615384615385,27792.130434782608,27685.26923076923,49.82608695652174,50.76923076923077
l3117,exp31,751.4893617021277,751.8301886792453,753.3617021276596,753.3396226415094,134.14893617021278,133.33962264150944,0.0,0.0,2549.021276595745,1487.6792452830189,100.80851063829788,100.56603773584905,1192.8510638297873,1187.245283018868,9460.170212765957,9476.433962264151,9029.08510638298,8990.698113207547,-1142.1063829787233,-443.0,27.72340425531915,26.67924528301887,16609.978723404256,16703.45283018868,19447.702127659573,19508.377358490565,-75.59574468085107,77.45283018867924,16644.63829787234,16568.79245283019,349.6170212765957,350.24528301886795,0.3617021276595745,0.1320754716981132,27799.489361702126,27729.471698113208,49.829787234042556,50.660377358490564
l3132,exp31,751.6170212765958,751.8490566037735,753.2340425531914,753.4716981132076,133.74468085106383,133.33962264150944,0.0,0.0,2555.68085106383,1438.3207547169811,100.44680851063829,100.79245283018868,1192.8085106382978,1187.4150943396226,9479.0,9450.471698113208,9030.08510638298,8997.283018867925,-1159.6382978723404,68.28301886792453,26.93617021276596,26.62264150943396,16781.702127659573,16582.264150943396,19449.14893617021,19563.094339622643,25.48936170212766,73.94339622641509,16525.787234042553,16507.094339622643,348.1063829787234,348.9811320754717,0.19148936170212766,0.05660377358490566,27807.531914893618,27676.45283018868,49.297872340425535,50.660377358490564
l3115,exp31,751.375,751.8888888888889,753.3125,753.3703703703703,133.02083333333334,133.46296296296296,0.020833333333333332,0.0,2581.5,1491.888888888889,100.70833333333333,100.79629629629629,1192.2708333333333,1187.0185185185185,9458.083333333334,9482.962962962964,9025.1875,9000.111111111111,-1251.7083333333333,33.833333333333336,27.729166666666668,26.074074074074073,16569.291666666668,16719.59259259259,19446.208333333332,19564.666666666668,25.75,32.648148148148145,16698.541666666668,16542.59259259259,348.5208333333333,348.94444444444446,0.3541666666666667,0.24074074074074073,27812.25,27727.59259259259,49.333333333333336,50.74074074074074
l3125,exp31,751.0,,752.3333333333334,,133.33333333333334,,0.0,,993.3333333333334,,100.33333333333333,,1262.6666666666667,,9444.0,,9013.0,,-1579.0,,30.0,,16558.0,,20074.666666666668,,130.33333333333334,,16320.666666666666,,351.6666666666667,,0.6666666666666666,,27460.666666666668,,49.0,
l3135,exp31,751.531914893617,751.7924528301887,753.3617021276596,753.377358490566,133.14893617021278,133.35849056603774,0.0,0.09433962264150944,2546.7021276595747,1440.622641509434,100.61702127659575,100.71698113207547,1192.127659574468,1186.9056603773586,9474.404255319148,9482.716981132075,9018.191489361701,8985.981132075472,-1398.7659574468084,261.37735849056605,27.574468085106382,26.735849056603772,16648.36170212766,16403.132075471698,19419.787234042553,19531.584905660377,-32.46808510638298,-9.641509433962264,16566.63829787234,16531.20754716981,349.9148936170213,348.58490566037733,0.2553191489361702,0.1509433962264151,27798.425531914894,27721.245283018867,49.297872340425535,50.62264150943396
l3108,exp31,751.5918367346939,751.8867924528302,753.3265306122449,753.3584905660377,133.3469387755102,133.18867924528303,0.0,0.018867924528301886,2569.326530612245,1498.5471698113208,100.81632653061224,100.77358490566037,1192.9591836734694,1186.9811320754718,9458.0,9479.075471698114,9026.510204081633,8986.094339622641,-1235.3877551020407,-141.16981132075472,27.612244897959183,26.150943396226417,16522.020408163266,16613.64150943396,19440.081632653062,19545.43396226415,-42.91836734693877,-84.84905660377359,16555.26530612245,16553.584905660377,349.83673469387753,349.0188679245283,0.2653061224489796,0.05660377358490566,27782.938775510203,27700.188679245282,49.795918367346935,50.83018867924528
l3129,exp31,751.5869565217391,751.8846153846154,753.2391304347826,753.3076923076923,133.54347826086956,133.34615384615384,0.0,0.0,2560.391304347826,1442.5961538461538,100.6086956521739,100.8076923076923,1192.3478260869565,1187.5,9460.54347826087,9474.75,9027.41304347826,8989.98076923077,-1193.7608695652175,-395.9423076923077,27.82608695652174,26.596153846153847,16582.739130434784,16655.903846153848,19445.17391304348,19555.53846153846,-116.19565217391305,-0.11538461538461539,16560.043478260868,16594.653846153848,350.82608695652175,348.88461538461536,0.2826086956521739,0.21153846153846154,27795.608695652172,27688.26923076923,49.32608695652174,50.69230769230769
l3104,exp31,751.5714285714286,751.7777777777778,753.1836734693877,753.2222222222222,133.26530612244898,133.75925925925927,0.0,0.0,2536.2448979591836,1504.7037037037037,100.63265306122449,100.61111111111111,1192.857142857143,1187.462962962963,9464.795918367347,9465.703703703704,9029.30612244898,9013.074074074075,-1345.8979591836735,19.35185185185185,27.571428571428573,25.703703703703702,16473.244897959183,16714.24074074074,19483.020408163266,19560.37037037037,-1.1020408163265305,-16.40740740740741,16558.163265306124,16479.444444444445,349.44897959183675,348.5925925925926,0.1836734693877551,0.07407407407407407,27781.061224489797,27688.296296296296,49.12244897959184,50.75925925925926
l3134,exp31,751.5208333333334,751.811320754717,753.25,753.4150943396227,133.02083333333334,133.24528301886792,0.020833333333333332,0.0,2530.3958333333335,1442.0566037735848,100.6875,100.79245283018868,1192.3125,1187.245283018868,9453.8125,9454.056603773584,9031.166666666666,8990.0,-1349.7916666666667,-372.6981132075472,27.791666666666668,26.81132075471698,16568.041666666668,16621.77358490566,19433.041666666668,19529.32075471698,-35.9375,-90.49056603773585,16551.125,16554.075471698114,347.9583333333333,349.24528301886795,0.3125,0.16981132075471697,27795.083333333332,27689.20754716981,49.291666666666664,50.64150943396226
l3101,exp31,751.6078431372549,751.8245614035088,753.3137254901961,753.2982456140351,133.4313725490196,133.49122807017545,0.0784313725490196,0.017543859649122806,2424.549019607843,1481.3333333333333,100.6470588235294,100.84210526315789,1191.3529411764705,1187.280701754386,9465.490196078432,9489.526315789473,9036.21568627451,8994.912280701754,-483.29411764705884,-354.7543859649123,27.274509803921568,25.0,16349.254901960785,16673.964912280702,19538.980392156864,19596.59649122807,-29.41176470588235,1.4210526315789473,16517.29411764706,16557.929824561405,349.98039215686276,349.859649122807,0.39215686274509803,0.07017543859649122,27782.392156862745,27688.947368421053,49.15686274509804,50.78947368421053
l3118,exp31,751.5957446808511,751.811320754717,753.1702127659574,753.2641509433962,133.2340425531915,133.28301886792454,0.0,0.018867924528301886,2560.0425531914893,1484.5283018867924,100.72340425531915,100.67924528301887,1192.3829787234042,1187.2075471698113,9465.553191489362,9459.924528301886,9026.765957446809,9000.094339622641,-1297.5531914893618,-488.811320754717,27.48936170212766,26.660377358490567,16616.59574468085,16614.811320754718,19437.191489361703,19489.094339622643,6.680851063829787,-132.64150943396226,16464.212765957447,16606.30188679245,349.40425531914894,348.6792452830189,0.19148936170212766,0.1320754716981132,27782.59574468085,27686.528301886792,49.319148936170215,50.660377358490564
l3112,exp31,751.5106382978723,751.8301886792453,753.2978723404256,753.433962264151,133.04255319148936,133.43396226415095,0.0,0.0,2576.148936170213,1493.2075471698113,100.51063829787235,100.54716981132076,1191.787234042553,1187.4150943396226,9468.404255319148,9464.11320754717,9024.510638297872,8993.056603773584,-1438.1489361702127,-521.0566037735849,27.638297872340427,26.528301886792452,16596.76595744681,16703.490566037737,19437.14893617021,19547.54716981132,-17.97872340425532,51.60377358490566,16577.957446808512,16569.132075471698,348.74468085106383,349.0,0.40425531914893614,0.18867924528301888,27783.36170212766,27719.20754716981,49.46808510638298,50.75471698113208
l3140,exp31,751.5744680851063,751.8653846153846,753.1276595744681,753.2307692307693,133.63829787234042,133.26923076923077,0.02127659574468085,0.15384615384615385,2492.063829787234,1432.0576923076924,100.55319148936171,100.9423076923077,1194.063829787234,1187.0961538461538,9477.553191489362,9484.192307692309,9020.297872340425,8975.442307692309,-1347.6808510638298,217.84615384615384,27.127659574468087,26.923076923076923,16725.936170212764,16314.653846153846,19443.106382978724,19566.884615384617,-39.8936170212766,-6.519230769230769,16629.617021276597,16479.384615384617,348.6808510638298,349.84615384615387,0.3404255319148936,0.25,27817.617021276597,27717.46153846154,49.5531914893617,50.69230769230769
